library,code,name,slug,description,icon_hint,color_hint,sort_order,is_active,theme,id,battle_role,stat_focus,gameplay_role,behavior_rule,effect_type,default_duration,stackable,example_use_case,rank_order
status_effects,STS023,Taunted,taunted,Forced to target the taunter if possible.,message-circle,#F97316,23,True,,23,,,,,harmful,2 turns,no,,
status_effects,STS024,Marked,marked,Receives increased critical hit chance from attackers.,crosshair,#DC2626,24,True,,24,,,,,harmful,3 turns,yes,,
status_effects,STS025,Hidden,hidden,Cannot be targeted by single-target attacks until revealed.,eye-off,#111827,25,True,,25,,,,,beneficial,1 turn,no,,
status_effects,STS026,Revealed,revealed,Hidden and illusion effects are removed.,eye,#FBBF24,26,True,,26,,,,,harmful,2 turns,no,,
status_effects,STS027,Reflect,reflect,Returns a portion of incoming damage.,rotate-ccw,#60A5FA,27,True,,27,,,,,beneficial,2 turns,no,,
status_effects,STS028,Counter Ready,counter-ready,Retaliates after being hit by a direct attack.,shield-plus,#64748B,28,True,,28,,,,,beneficial,1 turn,no,,
status_effects,STS029,Weakened,weakened,Attack and magic are reduced.,trending-down,#9CA3AF,29,True,,29,,,,,harmful,3 turns,yes,,
status_effects,STS030,Fortified,fortified,Defense and spirit defense are increased.,castle,#57534E,30,True,,30,,,,,beneficial,3 turns,yes,,
status_effects,STS031,Exhausted,exhausted,Cannot use high-cost skills.,battery-low,#A3A3A3,31,True,,31,,,,,harmful,2 turns,no,,
status_effects,STS032,Frenzy,frenzy,Attack increases but defense decreases.,flame,#B91C1C,32,True,,32,,,,,mixed,3 turns,no,,
status_effects,STS033,Calmed,calmed,"Frenzy, fear, and confusion are removed.",leaf,#22C55E,33,True,,33,,,,,beneficial,instant,no,,
status_effects,STS034,Soaked,soaked,Fire resistance increases but storm damage received increases.,waves,#0284C7,34,True,,34,,,,,mixed,3 turns,yes,,
status_effects,STS035,Electrified,electrified,May be stunned when hit by water or metal skills.,zap,#FACC15,35,True,,35,,,,,harmful,2 turns,yes,,
status_effects,STS036,Frozen,frozen,Cannot move; fire damage breaks the effect.,snowflake,#93C5FD,36,True,,36,,,,,harmful,1-2 turns,no,,
status_effects,STS037,Rot,rot,Healing received is reduced and poison damage increases.,mushroom,#65A30D,37,True,,37,,,,,harmful,4 turns,yes,,
status_effects,STS038,Hopeful,hopeful,"Resists fear, doom, and despair effects.",sunrise,#FDE68A,38,True,,38,,,,,beneficial,3 turns,yes,,
status_effects,STS039,Despair,despair,Faith is reduced and doom effects become stronger.,cloud-drizzle,#475569,39,True,,39,,,,,harmful,3 turns,yes,,
status_effects,STS040,Ancestral Guard,ancestral-guard,A protective spirit absorbs one harmful effect.,scroll,#C7A76C,40,True,,40,,,,,beneficial,until triggered,no,,
trust_methods,TRU001,Complete Personal Quest,complete-personal-quest,Earn trust by resolving the Nilalang's personal conflict.,scroll-check,#22C55E,1,True,,1,,,,,,,,Kapre joins after illegal loggers are driven away.,
trust_methods,TRU002,Restore Shrine,restore-shrine,Repair or cleanse a damaged sanctuary.,landmark,#FACC15,2,True,,2,,,,,,,,Diwata appears after her flower shrine is restored.,
trust_methods,TRU003,Return Sacred Relic,return-sacred-relic,Recover a stolen or lost spiritual object.,gem,#60A5FA,3,True,,3,,,,,,,,A river spirit trusts the player after a pearl is returned.,
trust_methods,TRU004,Heal Corruption,heal-corruption,Weaken then cleanse corruption from the Nilalang.,sparkles,#FDE68A,4,True,,4,,,,,,,,A corrupted guardian becomes recruitable after purification.,
trust_methods,TRU005,Give Offering,give-offering,"Present food, craft, prayer, or respectful tribute.",gift,#F97316,5,True,,5,,,,,,,,Kapre accepts tobacco offered beneath a balete tree.,
trust_methods,TRU006,Defeat Honorably,defeat-honorably,Win a fair battle under agreed conditions.,swords,#EF4444,6,True,,6,,,,,,,,A warrior spirit joins after a duel without items.,
trust_methods,TRU007,Solve Ancestral Riddle,solve-ancestral-riddle,Answer a riddle rooted in memory or local history.,brain,#A78BFA,7,True,,7,,,,,,,,Tikbalang respects the player after a trail puzzle.,
trust_methods,TRU008,Protect Habitat,protect-habitat,Defend the Nilalang's home from harm.,tree-pine,#22C55E,8,True,,8,,,,,,,,Forest beings trust the player after replanting trees.,
trust_methods,TRU009,Help Related NPC,help-related-npc,Assist a human connected to the Nilalang's story.,user-check,#38BDF8,9,True,,9,,,,,,,,A ghost calms after their descendant is helped.,
trust_methods,TRU010,Complete Ritual Condition,complete-ritual-condition,"Perform a ritual at the right time, place, and weather.",candle,#D8B4FE,10,True,,10,,,,,,,,A moon spirit appears only during full moon rain.,
trust_methods,TRU011,Recover True Name,recover-true-name,Learn and speak a forgotten name with respect.,badge,#C7A76C,11,True,,11,,,,,,,,An ancestral spirit joins after its name is remembered.,
trust_methods,TRU012,Break a Curse,break-a-curse,Remove a curse binding the Nilalang to hostility.,unlock,#FBBF24,12,True,,12,,,,,,,,A cursed human-form Nilalang becomes free.,
trust_methods,TRU013,Win Festival Trial,win-festival-trial,Complete a local festival challenge.,music,#EC4899,13,True,,13,,,,,,,,A trickster joins after the player wins a masked dance trial.,
trust_methods,TRU014,Offer Protection Vow,offer-protection-vow,"Promise to defend a place, family, or relic.",handshake,#4ADE80,14,True,,14,,,,,,,,A guardian joins after a vow is made at a sanctuary.,
trust_methods,TRU015,Share a Story,share-a-story,Listen to and preserve the Nilalang's tale.,book-open,#7DD3FC,15,True,,15,,,,,,,,A Kaluluwa becomes peaceful after its story is recorded.,
habitats,HAB001,Balete Grove,balete-grove,Ancient tree groves where the Spirit Realm overlaps with the mortal world.,tree-pine,#166534,1,True,,1,,,,,,,,,
habitats,HAB002,Bamboo Thicket,bamboo-thicket,"Dense bamboo paths used by spirits, hunters, and tricksters.",bamboo,#4D7C0F,2,True,,2,,,,,,,,,
habitats,HAB003,Rice Terraces,rice-terraces,Highland farming landscapes shaped by human care and ancestral memory.,terraces,#84CC16,3,True,,3,,,,,,,,,
habitats,HAB004,Mountain Peak,mountain-peak,Windy peaks where sky and mountain spirits gather.,mountain,#78716C,4,True,,4,,,,,,,,,
habitats,HAB005,Limestone Cave,limestone-cave,"Dark cave systems holding echoes, bats, relics, and old bones.",cave,#57534E,5,True,,5,,,,,,,,,
habitats,HAB006,Riverbank,riverbank,"Freshwater edges where healers, fishers, and river spirits meet.",waves,#0284C7,6,True,,6,,,,,,,,,
habitats,HAB007,Waterfall Sanctuary,waterfall-sanctuary,Hidden waterfall pools considered sacred thresholds.,droplets,#38BDF8,7,True,,7,,,,,,,,,
habitats,HAB008,Mangrove Marsh,mangrove-marsh,"Coastal wetlands rich in roots, mud, birds, and hidden guardians.",tree-deciduous,#0F766E,8,True,,8,,,,,,,,,
habitats,HAB009,Coral Reef,coral-reef,Bright underwater ecosystems protected by sea beings.,fish,#06B6D4,9,True,,9,,,,,,,,,
habitats,HAB010,Open Sea,open-sea,"Deep ocean paths tied to tides, storms, and serpents.",anchor,#0369A1,10,True,,10,,,,,,,,,
habitats,HAB011,Volcano Slope,volcano-slope,"Ashy terrain shaped by fire, minerals, and danger.",flame,#D95F32,11,True,,11,,,,,,,,,
habitats,HAB012,Old Chapel Ruins,old-chapel-ruins,Ruined sacred buildings where memory and spirits remain.,church,#A16207,12,True,,12,,,,,,,,,
habitats,HAB013,Spanish-Era Road,spanish-era-road,"Old stone roads haunted by travelers, soldiers, and stories.",road,#6B7280,13,True,,13,,,,,,,,,
habitats,HAB014,Ancestral House,ancestral-house,Old family homes filled with heirlooms and restless memories.,home,#92400E,14,True,,14,,,,,,,,,
habitats,HAB015,Graveyard,graveyard,Burial grounds where Kaluluwa and guardian spirits linger.,cross,#4B5563,15,True,,15,,,,,,,,,
habitats,HAB016,Market Town,market-town,"Busy settlements where tricksters, humans, and small spirits mingle.",store,#F59E0B,16,True,,16,,,,,,,,,
habitats,HAB017,Fishing Village,fishing-village,"Coastal communities tied to boats, nets, storms, and offerings.",ship,#0EA5E9,17,True,,17,,,,,,,,,
habitats,HAB018,Highland Village,highland-village,Mountain communities close to rice terraces and ancestral guardians.,house,#65A30D,18,True,,18,,,,,,,,,
habitats,HAB019,Hidden Lake,hidden-lake,Quiet inland waters connected to dreams and old promises.,circle-dot,#3B82F6,19,True,,19,,,,,,,,,
habitats,HAB020,Spirit Threshold,spirit-threshold,A liminal zone where realms visibly overlap.,portal,#8B5CF6,20,True,,20,,,,,,,,,
habitats,HAB021,Abandoned Watchtower,abandoned-watchtower,Coastal or hilltop ruins used by sentinels and ghosts.,tower-control,#64748B,21,True,,21,,,,,,,,,
habitats,HAB022,Moonlit Clearing,moonlit-clearing,Open forest spaces where moon and dream beings appear.,moon,#818CF8,22,True,,22,,,,,,,,,
habitats,HAB023,Storm Coast,storm-coast,Rocky shorelines battered by monsoon winds and thunder.,cloud-bolt,#5C7CFA,23,True,,23,,,,,,,,,
habitats,HAB024,Sacred Shrine,sacred-shrine,"A maintained place of offering, memory, and ritual agreement.",landmark,#FDE68A,24,True,,24,,,,,,,,,
habitats,HAB025,Corrupted Wilds,corrupted-wilds,"Areas where imbalance has twisted plants, animals, and spirits.",crack,#7F1D1D,25,True,,25,,,,,,,,,
weather_types,WTH001,Clear,clear,Bright and stable weather with normal visibility.,sun,#FBBF24,1,True,,1,,,,,,,,,
weather_types,WTH002,Cloudy,cloudy,Soft light and covered skies.,cloud,#94A3B8,2,True,,2,,,,,,,,,
weather_types,WTH003,Rain,rain,"Steady rain that strengthens river, forest, and water skills.",cloud-rain,#38BDF8,3,True,,3,,,,,,,,,
weather_types,WTH004,Heavy Rain,heavy-rain,Strong rainfall that reduces fire effects and increases water hazards.,cloud-showers-heavy,#0284C7,4,True,,4,,,,,,,,,
weather_types,WTH005,Thunderstorm,thunderstorm,Lightning and wind increase storm and sky effects.,cloud-bolt,#5C7CFA,5,True,,5,,,,,,,,,
weather_types,WTH006,Typhoon,typhoon,Extreme storm conditions with dangerous winds and sea power.,wind,#1D4ED8,6,True,,6,,,,,,,,,
weather_types,WTH007,Fog,fog,"Low visibility that strengthens mist, dream, and trickster effects.",cloud-fog,#A7C7C9,7,True,,7,,,,,,,,,
weather_types,WTH008,Mist,mist,Gentle haze often found near mountains and waterfalls.,cloudy,#BAE6FD,8,True,,8,,,,,,,,,
weather_types,WTH009,Moonlit,moonlit,Night weather with strong lunar visibility.,moon,#818CF8,9,True,,9,,,,,,,,,
weather_types,WTH010,Eclipse,eclipse,"Rare celestial event that empowers shadow, moon, and legendary beings.",circle-off,#111827,10,True,,10,,,,,,,,,
weather_types,WTH011,Drought,drought,Dry weather that strengthens fire but weakens river effects.,sun-medium,#F97316,11,True,,11,,,,,,,,,
weather_types,WTH012,Ashfall,ashfall,Volcanic ash reduces visibility and empowers fire/earth beings.,volcano,#78716C,12,True,,12,,,,,,,,,
weather_types,WTH013,Sea Breeze,sea-breeze,Calm coastal wind that supports sea and sky beings.,sailboat,#38BDF8,13,True,,13,,,,,,,,,
weather_types,WTH014,Heat Haze,heat-haze,Distorted hot air that improves illusion and fire effects.,thermometer-sun,#FB923C,14,True,,14,,,,,,,,,
weather_types,WTH015,Spirit Glow,spirit-glow,Supernatural weather where unseen energy becomes visible.,sparkles,#D8B4FE,15,True,,15,,,,,,,,,
active_times,ACT001,Day,day,Appears primarily during daylight.,sun,#FBBF24,1,True,,1,,,,,,,,,
active_times,ACT002,Night,night,Appears primarily after sunset.,moon,#818CF8,2,True,,2,,,,,,,,,
active_times,ACT003,Dawn,dawn,Appears during early morning transition.,sunrise,#FCD34D,3,True,,3,,,,,,,,,
active_times,ACT004,Dusk,dusk,Appears during sunset transition.,sunset,#FB923C,4,True,,4,,,,,,,,,
active_times,ACT005,Midnight,midnight,Appears around the deepest part of night.,clock-12,#312E81,5,True,,5,,,,,,,,,
active_times,ACT006,Full Moon,full-moon,Appears only or more often during a full moon.,circle,#E0E7FF,6,True,,6,,,,,,,,,
active_times,ACT007,New Moon,new-moon,Appears during moonless nights.,circle-off,#111827,7,True,,7,,,,,,,,,
active_times,ACT008,Rain Only,rain-only,Appears only while raining.,cloud-rain,#38BDF8,8,True,,8,,,,,,,,,
active_times,ACT009,Storm Only,storm-only,Appears only during thunderstorms or typhoons.,cloud-bolt,#5C7CFA,9,True,,9,,,,,,,,,
active_times,ACT010,Festival Only,festival-only,"Appears during local events, rituals, or story festivals.",party-popper,#EC4899,10,True,,10,,,,,,,,,
active_times,ACT011,Any Time,any-time,Can appear at any time.,clock,#94A3B8,11,True,,11,,,,,,,,,
active_times,ACT012,Story Triggered,story-triggered,Appears only when unlocked by story progress.,key,#FACC15,12,True,,12,,,,,,,,,
rarity_tiers,RAR001,Common,common,Frequently encountered and suitable for early progression.,circle,#9CA3AF,1,True,,1,,,,,,,,,
rarity_tiers,RAR002,Uncommon,uncommon,Less frequent but not especially rare.,diamond,#60A5FA,2,True,,2,,,,,,,,,
rarity_tiers,RAR003,Rare,rare,"Requires specific routes, conditions, or quests.",gem,#A78BFA,3,True,,3,,,,,,,,,
rarity_tiers,RAR004,Epic,epic,Powerful and usually connected to major side quests.,sparkles,#EC4899,4,True,,4,,,,,,,,,
rarity_tiers,RAR005,Legendary,legendary,Unique or nearly unique beings tied to major myths.,crown,#FACC15,5,True,,5,,,,,,,,,
rarity_tiers,RAR006,Mythic,mythic,Extremely powerful beings with world-level importance.,sun,#FFE082,6,True,,6,,,,,,,,,
rarity_tiers,RAR007,Ancient,ancient,Story-only or endgame beings not normally recruitable.,landmark,#C7A76C,7,True,,7,,,,,,,,,
growth_ranks,GRW001,D,d,Newly bonded rank with limited trust and basic skills.,seedling,#A3E635,1,True,,1,,,,,,,,,1
growth_ranks,GRW002,C,c,Stable companion rank with improved reliability.,leaf,#84CC16,2,True,,2,,,,,,,,,2
growth_ranks,GRW003,B,b,Trusted rank with stronger stats and new animations.,sprout,#22C55E,3,True,,3,,,,,,,,,3
growth_ranks,GRW004,A,a,High-bond rank with advanced skill access.,tree-pine,#16A34A,4,True,,4,,,,,,,,,4
growth_ranks,GRW005,S,s,Elite rank showing visible aura growth.,sparkles,#38BDF8,5,True,,5,,,,,,,,,5
growth_ranks,GRW006,SS,ss,Master rank with refined form and strong passive scaling.,gem,#A78BFA,6,True,,6,,,,,,,,,6
growth_ranks,GRW007,SSS,sss,Legendary bond rank reached only through major trials.,crown,#FACC15,7,True,,7,,,,,,,,,7
equipment_categories,EQC001,Anting-Anting,anting-anting,"Protective amulets that increase faith, luck, or resistance.",amulet,#FACC15,1,True,,1,,,,,,,,,
equipment_categories,EQC002,Agimat,agimat,Empowered charms used to enhance specific combat traits.,gem,#A78BFA,2,True,,2,,,,,,,,,
equipment_categories,EQC003,Relic Weapon,relic-weapon,Sacred or historical weapons used by warrior-type Nilalang.,sword,#9A5A2E,3,True,,3,,,,,,,,,
equipment_categories,EQC004,Spirit Mask,spirit-mask,"Masks that alter presence, fear, trickery, or spirit defense.",mask,#EC4899,4,True,,4,,,,,,,,,
equipment_categories,EQC005,Woven Garb,woven-garb,"Cloth, sashes, and garments carrying cultural or ritual meaning.",shirt,#F97316,5,True,,5,,,,,,,,,
equipment_categories,EQC006,Totem,totem,"Carved or shaped objects that bind memory, land, or animal spirits.",carved-pillar,#92400E,6,True,,6,,,,,,,,,
equipment_categories,EQC007,Bell,bell,"Metal sound tools used for warding, calling, or ritual timing.",bell,#CBD5E1,7,True,,7,,,,,,,,,
equipment_categories,EQC008,Beadwork,beadwork,"Ornamental beads that focus ancestral, sea, or mountain energy.",circle-dot,#38BDF8,8,True,,8,,,,,,,,,
equipment_categories,EQC009,Herbal Bundle,herbal-bundle,Medicinal and ritual plant bundles for healing or cleansing.,leaf,#22C55E,9,True,,9,,,,,,,,,
equipment_categories,EQC010,Shell Charm,shell-charm,"Sea-born accessories connected to tides, protection, and trade routes.",shell,#06B6D4,10,True,,10,,,,,,,,,
equipment_categories,EQC011,Bone Talisman,bone-talisman,Somber charms connected to underworld and ancestral effects.,bone,#E5E7EB,11,True,,11,,,,,,,,,
equipment_categories,EQC012,Tattoo Mark,tattoo-mark,Symbolic battle markings that function as spiritual equipment.,paintbrush,#111827,12,True,,12,,,,,,,,,
equipment_categories,EQC013,Headdress,headdress,"Ceremonial headgear improving presence, faith, or command.",crown,#F59E0B,13,True,,13,,,,,,,,,
equipment_categories,EQC014,Pipe Relic,pipe-relic,Smoking or breath-channeling relics used by forest giants and elders.,pipe,#7C2D12,14,True,,14,,,,,,,,,
equipment_categories,EQC015,Instrument,instrument,"Drums, flutes, gongs, or strings used to invoke sound skills.",music,#60A5FA,15,True,,15,,,,,,,,,
item_categories,ITC001,Offering,offering,Items given to earn trust or perform rituals.,gift,#F97316,1,True,,1,,,,,,,,,
item_categories,ITC002,Consumable,consumable,"Single-use items for healing, cleansing, or buffs.",flask,#22C55E,2,True,,2,,,,,,,,,
item_categories,ITC003,Crafting Material,crafting-material,Resources used to craft equipment or quest items.,hammer,#78716C,3,True,,3,,,,,,,,,
item_categories,ITC004,Quest Item,quest-item,Important objects tied to story or side quests.,scroll,#FACC15,4,True,,4,,,,,,,,,
item_categories,ITC005,Food,food,"Meals, fruits, fish, sweets, and local dishes used for bonding.",utensils,#FB923C,5,True,,5,,,,,,,,,
item_categories,ITC006,Herb,herb,"Plants used for medicine, poison, ritual, or crafting.",leaf,#65A30D,6,True,,6,,,,,,,,,
item_categories,ITC007,Relic,relic,Rare artifacts with historical or spiritual importance.,landmark,#C7A76C,7,True,,7,,,,,,,,,
item_categories,ITC008,Key Item,key-item,Permanent progression item that unlocks areas or systems.,key,#FBBF24,8,True,,8,,,,,,,,,
item_categories,ITC009,Currency,currency,"Trade objects such as coins, shells, beads, or spirit tokens.",coins,#F59E0B,9,True,,9,,,,,,,,,
item_categories,ITC010,Fishing Item,fishing-item,"Bait, nets, hooks, and aquatic resources.",fish,#0284C7,10,True,,10,,,,,,,,,
item_categories,ITC011,Mining Item,mining-item,"Ore, stones, crystals, and volcanic materials.",pickaxe,#6B7280,11,True,,11,,,,,,,,,
item_categories,ITC012,Bug Item,bug-item,"Insects, wings, venom sacs, and small spirit creatures.",bug,#84CC16,12,True,,12,,,,,,,,,
item_categories,ITC013,Memory Item,memory-item,"Letters, names, heirlooms, and echo fragments.",book-heart,#A78BFA,13,True,,13,,,,,,,,,
item_categories,ITC014,Purification Item,purification-item,Items used to cleanse corruption or curses.,sparkles,#FDE68A,14,True,,14,,,,,,,,,
item_categories,ITC015,Festival Item,festival-item,Seasonal objects tied to celebrations and local events.,party-popper,#EC4899,15,True,,15,,,,,,,,,
skill_categories,SKC001,Physical,physical,"Direct body, claw, weapon, or impact techniques.",swords,#EF4444,1,True,,1,,,,,,,,,
skill_categories,SKC002,Magic,magic,"Spiritual, elemental, curse, or ritual damage skills.",wand,#8B5CF6,2,True,,2,,,,,,,,,
skill_categories,SKC003,Healing,healing,Skills that restore HP or revive stability.,heart-pulse,#22C55E,3,True,,3,,,,,,,,,
skill_categories,SKC004,Buff,buff,Skills that improve ally stats or protection.,trending-up,#38BDF8,4,True,,4,,,,,,,,,
skill_categories,SKC005,Debuff,debuff,Skills that weaken enemies.,trending-down,#F97316,5,True,,5,,,,,,,,,
skill_categories,SKC006,Status,status,Skills primarily designed to apply conditions.,sparkles,#A78BFA,6,True,,6,,,,,,,,,
skill_categories,SKC007,Summon,summon,"Skills that call spirits, minions, echoes, or temporary allies.",circle-dot,#7C3AED,7,True,,7,,,,,,,,,
skill_categories,SKC008,Ultimate,ultimate,Powerful signature techniques with major cooldowns.,crown,#FACC15,8,True,,8,,,,,,,,,
skill_categories,SKC009,Passive,passive,Always-active abilities or conditional traits.,infinity,#94A3B8,9,True,,9,,,,,,,,,
skill_categories,SKC010,Reaction,reaction,Skills triggered by enemy actions.,rotate-ccw,#60A5FA,10,True,,10,,,,,,,,,
skill_categories,SKC011,Field,field,"Skills that alter terrain, weather, or battle zones.",map,#14B8A6,11,True,,11,,,,,,,,,
skill_categories,SKC012,Trust,trust,"Non-combat skills used in bonding, rituals, or dialogue.",handshake,#4ADE80,12,True,,12,,,,,,,,,
target_types,TGT001,Self,self,Targets the user only.,user,#94A3B8,1,True,,1,,,,,,,,,
target_types,TGT002,Single Enemy,single-enemy,Targets one enemy.,crosshair,#EF4444,2,True,,2,,,,,,,,,
target_types,TGT003,Single Ally,single-ally,Targets one ally.,user-plus,#22C55E,3,True,,3,,,,,,,,,
target_types,TGT004,All Enemies,all-enemies,Targets every enemy.,swords,#DC2626,4,True,,4,,,,,,,,,
target_types,TGT005,All Allies,all-allies,Targets every ally.,users,#4ADE80,5,True,,5,,,,,,,,,
target_types,TGT006,Everyone,everyone,Targets all combatants.,circle-dot,#A78BFA,6,True,,6,,,,,,,,,
target_types,TGT007,Random Enemy,random-enemy,Targets one random enemy.,shuffle,#F97316,7,True,,7,,,,,,,,,
target_types,TGT008,Random Allies,random-allies,Targets random allies.,shuffle,#38BDF8,8,True,,8,,,,,,,,,
target_types,TGT009,Row Front,row-front,Targets the front row.,rows-2,#EF4444,9,True,,9,,,,,,,,,
target_types,TGT010,Row Back,row-back,Targets the back row.,rows-3,#8B5CF6,10,True,,10,,,,,,,,,
target_types,TGT011,Area Small,area-small,Targets a small area.,circle,#F59E0B,11,True,,11,,,,,,,,,
target_types,TGT012,Area Large,area-large,Targets a large area.,circle-dot,#DC2626,12,True,,12,,,,,,,,,
target_types,TGT013,Field,field,Targets the battlefield itself.,map,#14B8A6,13,True,,13,,,,,,,,,
target_types,TGT014,Weather,weather,Targets or changes weather state.,cloud-sun,#60A5FA,14,True,,14,,,,,,,,,
target_types,TGT015,Dead Ally,dead-ally,Targets a defeated ally.,heart-crack,#FDE68A,15,True,,15,,,,,,,,,
damage_types,DMG001,Physical,physical,Damage based mainly on attack and defense.,sword,#EF4444,1,True,,1,,,,,,,,,
damage_types,DMG002,Spiritual,spiritual,"Damage based on magic, faith, and spirit defense.",swirl,#8B5CF6,2,True,,2,,,,,,,,,
damage_types,DMG003,True,true,Damage that ignores most defenses.,diamond,#FACC15,3,True,,3,,,,,,,,,
damage_types,DMG004,Fire,fire,"Heat, flame, ash, and volcanic damage.",flame,#F97316,4,True,,4,,,,,,,,,
damage_types,DMG005,Water,water,"Freshwater, sea, rain, and pressure damage.",waves,#0284C7,5,True,,5,,,,,,,,,
damage_types,DMG006,Storm,storm,"Lightning, thunder, wind, and typhoon damage.",cloud-bolt,#5C7CFA,6,True,,6,,,,,,,,,
damage_types,DMG007,Earth,earth,"Stone, soil, root, and mineral damage.",mountain,#78716C,7,True,,7,,,,,,,,,
damage_types,DMG008,Nature,nature,"Vine, thorn, leaf, pollen, and wildlife damage.",leaf,#22C55E,8,True,,8,,,,,,,,,
damage_types,DMG009,Shadow,shadow,"Night, fear, curse, and darkness damage.",moon,#312E81,9,True,,9,,,,,,,,,
damage_types,DMG010,Sacred,sacred,"Blessing, purification, and sanctuary damage.",sparkles,#FDE68A,10,True,,10,,,,,,,,,
damage_types,DMG011,Poison,poison,"Venom, rot, toxin, and bitter herb damage.",bug,#65A30D,11,True,,11,,,,,,,,,
damage_types,DMG012,Blood,blood,"Life-force, wound, sacrifice, and hunger damage.",droplet,#9F1239,12,True,,12,,,,,,,,,
damage_types,DMG013,Sound,sound,"Voice, gong, bell, echo, and song damage.",music,#38BDF8,13,True,,13,,,,,,,,,
damage_types,DMG014,Dream,dream,"Sleep, nightmare, vision, and illusion damage.",eye-closed,#8B5CF6,14,True,,14,,,,,,,,,
damage_types,DMG015,Ancestral,ancestral,"Memory, lineage, vow, and old-name damage.",scroll,#C7A76C,15,True,,15,,,,,,,,,
